qid,question,type,v3r_majority,answer_status,official_label,diag_label,label_match,p_unsupported,mass_supported,mass_unsupported,diag_latency_s
574,"What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999994142821871,5.857178351052394e-07,0.9999994521445164,0.8485613750526682
575,What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996932600357,3.0673997492980174e-07,0.9999997277919922,0.9552169170929119
576,"What did Li Hua eat for dinner on January 20, 2026?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996892524835,3.1074753885749043e-07,0.9999997614994015,0.8002575830323622
577,What specific suggestions did Li Hua have regarding the construction schedule during the last community meeting?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999989888714986,1.0111284532599668e-06,0.9999989413792899,0.9124599170172587
578,What movie did Li Hua and Wolfgang decide to watch together on New Year's Eve 2026?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9999990091535241,9.908465551549085e-07,0.999999089217593,1.0238819170044735
579,What dish did Li Hua order for dessert after having Sichuan hot pot with Wolfgang Schulz?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998213684123,1.7863159191953797e-07,0.9999998449806187,1.0297132080886513
580,What were the specific requirements that the customers modified and how did Li Hua respond to each change?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9998564717156383,0.0001435282996209865,0.9998565780154032,1.0925502920290455
581,"What payment method did Li Hua use to purchase groceries from the store on April 15, 2026?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999997387175947,2.6128241105629246e-07,0.9999997614144948,1.0682299579493701
582,What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.999994655556937,5.344443208008408e-06,0.9999946826881378,1.0696476249722764
583,What alternative training sports does Li Hua consider besides the current routine mentioned in his conversation with Jennifer?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9999263893671678,7.361063827513836e-05,0.9999264633038866,0.8330972499679774
584,What type of diet is Li Hua following to support his training regimen and sleep schedule?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.999991528089118,8.4719114097787e-06,0.9999915903847104,1.0441172081045806
585,What type of protein shake does Li Hua prefer to drink before his workout sessions?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999992306974361,7.693025824040196e-07,0.9999992546484116,1.0504137079697102
586,What specific brand of protein supplement does Jennifer recommend for Li Hua's weight loss journey?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.999999276087011,7.239130313337003e-07,0.9999993346720452,0.874254124937579
587,What specific colors of paint does Li Hua plan to use for the basement walls after decorating with potted plants?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996629709031,3.3702909038764445e-07,0.9999996439128004,0.8591473340056837
588,What color did Li Hua decide to paint the walls of the basement after completing the renovation?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998227301128,1.7726989818679424e-07,0.9999998845277659,1.0612344589317217
589,"What specific design features did Li Hua suggest for Yuriko's studio homepage during their meeting at ""Central Perk""?",Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9889050810727458,0.011094919720619323,0.9889051517864547,0.9024172920035198
590,What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,Null,accurate,correct,SUPPORTED,SUPPORTED,True,0.3236827985911236,0.6763172000585866,0.3236827979448801,0.9255800839746371
591,What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999989844811599,1.0155187896970257e-06,0.9999989348651417,0.9614774999208748
592,What color did Li Hua paint his house before the community garden renovation began?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999989031956529,1.0968043432773002e-06,0.9999988996496472,0.8994985410245135
593,What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999995694593153,4.305407006447622e-07,0.9999996063964854,0.9029005831107497
594,"What specific feedback did Yuriko give to Li Hua about the demo website during their meeting at the cafe ""Central Perk"" on Thursday morning, and how did Li Hua respond to her comments?",Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9858545932000841,0.014145405857006393,0.9858545274846373,0.999970291974023
595,What is the exact reason for Li Hua's unexpected work meeting on Thursday?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996561005309,3.4389946487109045e-07,0.9999996439877302,0.9529072080040351
596,"What toppings did Hailey put on the bread for Li Hua's next delivery, and what is the name of the bakery she gets her bread from?",Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9856627605916716,0.014337239614585886,0.9856627747715552,1.049188166973181
597,What is the favorite type of music that Li Hua and Yuriko plan to play together?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.976984642785572,0.023015356844959513,0.9769846271019094,0.9920349169988185
598,What are the specific reasons why Li Hua prefers classical music over pop music in their discussions?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999966217820034,3.3782179430842214e-06,0.9999966059307756,0.9373549170559272
599,What song did Yuriko and Wolfgang decide to perform together after watching the drum tutorial?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.999999711878831,2.881211734973294e-07,0.9999997277325545,0.9611745409201831
600,"What type of feedback did Li Hua provide to Chae regarding the community medical knowledge lecture, and what is Wolfgang's role in the band rehearsal?",Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.99997324301185,2.6756987291832696e-05,0.9999732109390164,1.0474772080779076
601,What is the name of the last song Wolfgang played using the new drum practice app?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.999999620278493,3.797215160673686e-07,0.9999996440130863,0.8849931249860674
602,What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9991546554289825,0.0008453445834608983,0.9991546701364793,0.9410121670225635
603,What is the name of the song that Li Hua will sing at the karaoke on 20260425?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996760674843,3.2393249321117676e-07,0.9999996064638372,1.1369067080086097
604,What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999997074150745,2.925849315932968e-07,0.9999997277499483,1.0501554999500513
605,What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998804824528,1.1951755277186215e-07,0.9999999265672288,1.0491576249478385
606,What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996722499948,3.277499990068422e-07,0.9999996532484231,0.7668377499794587
607,"What new species of flowers will be featured in the community garden renovation, according to the feedback provided by Li Hua during the progress reports?",Null,neither,neither,UNSUPPORTED,UNSUPPORTED,True,0.9999989927250797,1.0072749056794725e-06,0.999998978275111,0.8774427500320598
608,What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.7323789203933345,0.2676210599517897,0.732378866605282,1.008221499971114
609,What is the amount of rent Li Hua owes to Adam Smith for the months of April and May?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999960531790991,3.9468210580791866e-06,0.9999960929887375,1.0169822499155998
610,What song did Li Hua perform at the local music festival in 2026?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999995878730589,4.1212696526942157e-07,0.9999996463810754,0.8648158749565482
611,"What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999997971991572,2.0280083555954917e-07,0.9999997614740455,0.9891198750119656
612,What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999994839469899,5.160529937065525e-07,0.9999994520782929,1.0314852920128033
613,What specific sleep techniques did Li Hua use to improve her study habits after reading the neuroscience article and discussing the warm shower with Chae?,Null,neither,neither,UNSUPPORTED,UNSUPPORTED,True,0.9999996706937953,3.2930619970537167e-07,0.9999996553740159,1.0565450829453766
614,What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999995274487061,4.7255131102211955e-07,0.9999995635275867,0.7515581250190735
615,"What is the total cost of the air conditioner installation, including labor and materials, if Li Hua had previously discussed a budget of $2,000 with a different contractor?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996828457942,3.171541964999781e-07,0.9999996532680238,0.8081723339855671
616,What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,Null,,no_majority,UNSUPPORTED,UNSUPPORTED,True,0.9045222953491802,0.09547770491981272,0.9045222978975249,0.8475134170148522
617,What type of flowers were planted in the garden based on the residents' suggestions discussed by Turalyon?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9911801887932018,0.008819811587116132,0.9911802315337455,0.6501520409947261
618,"What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",Null,neither,neither,UNSUPPORTED,UNSUPPORTED,True,0.9999986845190479,1.3154809788143866e-06,0.9999987048315733,0.9882890000008047
619,What were Li Hua's specific fitness goals and how did Jennifer's advice on nutrition influence them during his training for a marathon?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.9991524823588614,0.0008475176800189882,0.9991525281954936,0.927231042063795
620,What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998900662346,1.099337604393421e-07,0.999999844944568,0.9265339589910582
621,"What specific techniques did Li Hua use to prepare for a marathon race that took place on September 1, 2026?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999995300201736,4.699798071531807e-07,0.999999489133099,0.8503894159803167
622,What food did Emily order for the group's discussion about Game of Thrones characters?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998683471875,1.3165280943080616e-07,0.9999998449551177,0.7994659589603543
623,"What type of protein supplements did Li Hua use after the workout on September 19, 2026?",Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999994735188882,5.264811591222323e-07,0.9999995636566962,1.066158208064735
624,What color was the curtain that Li Hua chose for his living room?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999998827093559,1.1729064420501692e-07,0.9999998837883338,1.1727935000089929
625,What specific measurements did Li Hua take for the window size before the installation of the curtain?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.8809893030657496,0.11901069330106002,0.8809892761706728,0.9479416670510545
626,What is Thane's favorite type of food that he enjoys while playing video games?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999990997492855,9.002506771675611e-07,0.9999990581786563,0.8825414170278236
627,What were the specific details of the negotiation between Jake Watson and Li Hua regarding player transfers from FC Barcelona to FC Bayern Munich?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999994090746802,5.909253197142567e-07,0.9999994089730174,0.9347845420707017
628,What was the final match score of the 2025 UEFA Champions League final?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999983810027512,1.6189971835316937e-06,0.9999983406549809,0.9179690419696271
629,What was the exact date and time when Cersei Lannister first met Jaime Lannister in the Game of Thrones series?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.999999874004382,1.2599561940552913e-07,0.9999998845359622,0.7422114169457927
630,What type of dessert did Wolfgang plan to have with Li Hua after their hot pot dinner on a different day?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999996648969313,3.3510306177417945e-07,0.9999996439128004,0.9176088329404593
631,What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999991295482058,8.70451833055372e-07,0.9999991742035006,0.8841374160256237
632,What strategy did Li Hua use to score a goal in the championship match against their rival team?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999997103459364,2.8965406871281247e-07,0.9999997277172045,0.8770696659339592
633,What is Li Hua's favorite type of exercise outside of pull-ups?,Null,neither,neither,UNSUPPORTED,UNSUPPORTED,True,0.9999969891317911,3.010868369003021e-06,0.9999970422893895,0.8797285419423133
634,What time did Chae first suggest they visit the music festival in the morning?,Null,accurate,correct,UNSUPPORTED,UNSUPPORTED,True,0.9999995087238087,4.912762181673019e-07,0.9999995635698217,0.9248152499785647
635,What are the reasons behind Jennifer and Li Hua's decision to change their training routine for the following month?,Null,error,wrong,UNSUPPORTED,UNSUPPORTED,True,0.999852062340364,0.00014793767045385913,0.999852135453285,1.0094852080801502
636,What specific gifts did Wolfgang buy for Li Hua during his trip to Hong Kong?,Null,neither,neither,UNSUPPORTED,UNSUPPORTED,True,0.9999997519917893,2.4800821307093333e-07,0.9999997614516689,0.9204290000488982
