question,type,run,verdict
What are the sales figures for the PS5 exclusive games released in 2026 that Thane discussed with group members?,Null,2,accurate
What were Raze's personal reasons for becoming a fitness coach before discussing pull-up techniques?,Null,2,accurate
What strategy did Li Hua use to score a goal in the championship match against their rival team?,Null,2,accurate
What specific construction projects were discussed at the meeting between Turalyon and the residents regarding noise control?,Null,2,error
What specific diet did Li Hua follow to achieve his fitness results that Jennifer Moore recommended?,Null,2,error
What time did Chae first suggest they visit the music festival in the morning?,Null,2,accurate
What type of special dietary restrictions does Li Hua follow when preparing meals for his family?,Null,2,accurate
"What is the name of the restaurant where Li Hua and Wolfgang had dinner on the night of June 9, 2026?",Null,2,accurate
What is the name of the concert that Wolfgang and Li Hua will attend on March 7th?,Null,2,accurate
What type of diet is Li Hua following to support his training regimen and sleep schedule?,Null,2,neither
"What specific design features did Li Hua suggest for Yuriko's studio homepage during their meeting at ""Central Perk""?",Null,2,error
What flavor of cake did Hailey plan to bake for the bakery's anniversary celebration in February?,Null,2,accurate
What is the nutritional value of the new line of high-protein breads compared to traditional white bread?,Null,2,neither
What flavor of new bread products did Li Hua really enjoy at the bakery's anniversary event?,Null,2,error
What alternative training sports does Li Hua consider besides the current routine mentioned in his conversation with Jennifer?,Null,2,neither
What did Jennifer say to Li Hua about their plan for a team swimming competition in December?,Null,2,accurate
What type of dessert did Wolfgang plan to order for Li Hua during their dinner celebration?,Null,2,neither
What type of protein shake does Li Hua prefer to drink before his workout sessions?,Null,2,accurate
"What did Li Hua eat for dinner on January 20, 2026?",Null,2,accurate
"What type of exercise does Li Hua prefer to do at the gym, and what time does Wolfgang usually go to the gym?",Null,2,error
What specific dietary changes did Li Hua implement in his training regimen as a result of Jennifer's advice on endurance and flexibility?,Null,2,accurate
What specific colors of paint does Li Hua plan to use for the basement walls after decorating with potted plants?,Null,2,accurate
What type of traditional games did Wolfgang Schulz play with Li Hua during the Lunar New Year celebration?,Null,2,neither
What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,Null,2,neither
What time will Li Hua and Wolfgang meet for breakfast on the morning of the 9th?,Null,2,error
What type of cake does Li Hua plan to bring to the meeting with Yuriko to celebrate her studio's homepage redesign?,Null,2,accurate
